gene1|gene2|experiment_type|reference
CHGB|MGLL|yeast 2-hybrid|16169070
POLB|TLE1|yeast 2-hybrid|16169070
CRABP1|MPP3|yeast 2-hybrid|16169070
ERCC8|UQCRQ|yeast 2-hybrid|16169070
GTF3C1|IGFBP3|yeast 2-hybrid|16169070
GTF3C1|NHP2L1|yeast 2-hybrid|16169070
GTF3C1|SUPT5H|yeast 2-hybrid|16169070
GTF3C1|PRPF38A|yeast 2-hybrid|16169070
GTF3C1|RBM23|yeast 2-hybrid|16169070
GTF3C1|TBC1D17|yeast 2-hybrid|16169070
GTF3C1|ASCC2|yeast 2-hybrid|16169070
GTF3C1|C8orf30A|yeast 2-hybrid|16169070
GRINL1A|WDR89|yeast 2-hybrid|16169070
GRINL1A|RBM4B|yeast 2-hybrid|16169070
SUV39H2|CGGBP1|yeast 2-hybrid|16169070
TMEM39B|NAGS|yeast 2-hybrid|16169070
ANKZF1|NRSN2|yeast 2-hybrid|16169070
C7orf43|C7orf43|yeast 2-hybrid|16169070
MKS1|DDX24|yeast 2-hybrid|16169070
C11orf79|CCDC90B|yeast 2-hybrid|16169070
SLC25A38|SLC25A38|yeast 2-hybrid|16169070
SLC25A38|ZSCAN16|yeast 2-hybrid|16169070
SLC25A38|NOL12|yeast 2-hybrid|16169070
C11orf59|ABCF3|yeast 2-hybrid|16169070
C11orf59|CCDC90B|yeast 2-hybrid|16169070
PHF23|LRSAM1|yeast 2-hybrid|16169070
CIDEA|ZBTB16|yeast 2-hybrid|16169070
MYCBP|PTCHD2|yeast 2-hybrid|16169070
ST13|IGSF2|yeast 2-hybrid|16169070
ST13|OLFM2|yeast 2-hybrid|16169070
GOLPH2|ELAC2|yeast 2-hybrid|16169070
GOLPH2|GEMIN7|yeast 2-hybrid|16169070
GOLPH2|LSM12|yeast 2-hybrid|16169070
GOLPH2|B3GNT4|yeast 2-hybrid|16169070
GOLPH2|ZFAND3|yeast 2-hybrid|16169070
GOLPH2|NRSN2|yeast 2-hybrid|16169070
GOLPH2|C1orf174|yeast 2-hybrid|16169070
LUC7L|C16orf24|yeast 2-hybrid|16169070
PRPF4|ATP5J2|yeast 2-hybrid|16169070
FIBP|RNF32|yeast 2-hybrid|16169070
KIAA1715|CHMP1A|in vivo;yeast 2-hybrid|17353931
C13orf34|AURKA|in vitro|16890155
RNF168|RABGEF1|in vitro|16499958
PIGX|PIGM|in vitro;in vivo|15635094
SCLT1|SCN10A|in vitro;in vivo;yeast 2-hybrid|15797711
RGS9BP|RGS9|in vitro;in vivo|12119397
ZNF689|HNRPF|in vivo|16568080
KIAA0513|WWC1|in vivo;yeast 2-hybrid|17010949
KIAA0513|HAX1|yeast 2-hybrid|17010949
KIAA0513|INTS4|yeast 2-hybrid|17010949
AFAP1L2|RASA1|in vitro;in vivo|17412687
AFAP1L2|SRC|in vitro;in vivo|17412687
ARHGAP10|PAK2|in vitro;in vivo;yeast 2-hybrid|15471851
ZNF689|TRIM28|in vivo|16568080
ZNF689|HNRPU|in vivo|16568080
ZNF689|NCL|in vivo|16568080
SH3BP5L|YWHAG|in vitro|15324660
SHE|ABL1|yeast 2-hybrid|9315092
C12orf46|PDIA3|in vitro;in vivo|16940051
CRIPAK|PAK1|in vitro;in vivo;yeast 2-hybrid|16278681
VPS53|VPS52|in vitro;in vivo|15878329
DOK7|MUSK|in vivo|16917026,16794080
TRIAP1|HSPA1A|in vitro;in vivo|15735003
TRIAP1|APAF1|in vitro;in vivo|15735003
SHF|PDGFRA|in vivo|11095946
WDR16|CCT4|in vivo|15967112
WDR16|BRCA2|in vivo|15967112
WDR16|HSPA1A|in vivo|15967112
C17orf70|FANCL|in vivo;yeast 2-hybrid|17396147
C17orf70|FANCB|in vivo;yeast 2-hybrid|17396147
VPS26B|VPS35|in vivo;yeast 2-hybrid|16190980
COL9A2|FEZ1|yeast 2-hybrid|16169070
COL9A2|C4orf14|yeast 2-hybrid|16169070
CBFB|CHGB|yeast 2-hybrid|16169070
CKMT2|OLFML3|yeast 2-hybrid|16169070
CREB1|RAB1A|yeast 2-hybrid|16169070
CREB1|RECQL5|yeast 2-hybrid|16169070
CREB1|C14orf1|yeast 2-hybrid|16169070
CREB1|HPS6|yeast 2-hybrid|16169070
CDK4|NOL12|yeast 2-hybrid|16169070
PPIA|S100A8|yeast 2-hybrid|16169070
PPIA|SUPT5H|yeast 2-hybrid|16169070
CRIP1|GPRASP1|yeast 2-hybrid|16169070
CRIP1|HAP1|yeast 2-hybrid|16169070
CRIP1|SH3GL3|yeast 2-hybrid|16169070
S100A8|TUBA4A|yeast 2-hybrid|16169070
S100A8|TP53|yeast 2-hybrid|16169070
S100A8|C14orf1|yeast 2-hybrid|16169070
S100A8|IGSF21|yeast 2-hybrid|16169070
S100A8|RAB17|yeast 2-hybrid|16169070
S100A8|KLC2|yeast 2-hybrid|16169070
S100A8|PDCD11|yeast 2-hybrid|16169070
COX6C|PTN|yeast 2-hybrid|16169070
DEFA1|PFDN1|yeast 2-hybrid|16169070
EPB49|PROCR|yeast 2-hybrid|16169070
EPB49|SNRPD2|yeast 2-hybrid|16169070
EPB49|PTOV1|yeast 2-hybrid|16169070
DCK|DDX19B|yeast 2-hybrid|16169070
DCK|GOLPH2|yeast 2-hybrid|16169070
DCK|MED19|yeast 2-hybrid|16169070
DPT|BAT3|yeast 2-hybrid|16169070
DLST|NAP1L1|yeast 2-hybrid|16169070
DLST|PFN2|yeast 2-hybrid|16169070
DLST|FLII|yeast 2-hybrid|16169070
DLST|DLG5|yeast 2-hybrid|16169070
DLST|CCDC86|yeast 2-hybrid|16169070
DLST|SCFD1|yeast 2-hybrid|16169070
DLST|RUSC2|yeast 2-hybrid|16169070
GADD45A|FTL|yeast 2-hybrid|16169070
DNMT1|TRIM27|yeast 2-hybrid|16169070
LIG1|TUBB3|yeast 2-hybrid|16169070
DBN1|SUPT5H|yeast 2-hybrid|16169070
DBN1|NIPBL|yeast 2-hybrid|16169070
DBN1|ZNF598|yeast 2-hybrid|16169070
EEF1A1|MLLT3|yeast 2-hybrid|16169070
EEF1A1|PLAUR|yeast 2-hybrid|16169070
EEF1A1|MNAT1|yeast 2-hybrid|16169070
EEF1A1|CRADD|yeast 2-hybrid|16169070
EEF1A1|RAB27A|yeast 2-hybrid|16169070
PWP2|TOM1L1|yeast 2-hybrid|16169070
MYO10|PLA2G10|yeast 2-hybrid|16169070
SQSTM1|TOE1|yeast 2-hybrid|16169070
CASP6|CHD3|yeast 2-hybrid|16169070
DYNLL1|NDUFA4L2|yeast 2-hybrid|16169070
DYNLL1|THAP8|yeast 2-hybrid|16169070
WNT7A|STRN4|yeast 2-hybrid|16169070
EZH2|RPN2|yeast 2-hybrid|16169070
EZH2|SMS|yeast 2-hybrid|16169070
EZH2|PIN4|yeast 2-hybrid|16169070
EZH2|PSMB6|yeast 2-hybrid|16169070
EZH2|GTF3C1|yeast 2-hybrid|16169070
EZH2|KLHDC2|yeast 2-hybrid|16169070
EZH2|WDR61|yeast 2-hybrid|16169070
EZH2|WSB2|yeast 2-hybrid|16169070
PTPRS|RAB35|yeast 2-hybrid|16169070
PTPRS|UTP14A|yeast 2-hybrid|16169070
PTPRS|SETDB1|yeast 2-hybrid|16169070
PTPRS|FEZ1|yeast 2-hybrid|16169070
TFAP2B|HIST1H2AC|yeast 2-hybrid|16169070
TFAP2B|VPS11|yeast 2-hybrid|16169070
SMARCB1|UBQLN4|yeast 2-hybrid|16169070
NSF|FUNDC2|yeast 2-hybrid|16169070
PTEN|UTP14A|yeast 2-hybrid|16169070
PTEN|COPS6|yeast 2-hybrid|16169070
PIGC|ZHX1|yeast 2-hybrid|16169070
MGST2|HDHD2|yeast 2-hybrid|16169070
SMARCC2|PHYHIP|yeast 2-hybrid|16169070
GLMN|NSFL1C|yeast 2-hybrid|16169070
CASP8|TFCP2|yeast 2-hybrid|16169070
CASP8|CHD3|yeast 2-hybrid|16169070
HIP1|RPS10|yeast 2-hybrid|16169070
HIP1|PFDN1|yeast 2-hybrid|16169070
SH3GL1|AXIN1|yeast 2-hybrid|16169070
SH3GL1|DPPA4|yeast 2-hybrid|16169070
H2AFX|SUPT5H|yeast 2-hybrid|16169070
PEX14|SMARCC2|yeast 2-hybrid|16169070
PEX14|MED8|yeast 2-hybrid|16169070
PEX14|ZHX1|yeast 2-hybrid|16169070
SERPINB9|PLEKHM1|yeast 2-hybrid|16169070
DGKD|IGSF21|yeast 2-hybrid|16169070
DGKD|HAX1|yeast 2-hybrid|16169070
SERPINA5|COPS6|yeast 2-hybrid|16169070
TOMM20|CDC73|yeast 2-hybrid|16169070
TOMM20|PPHLN1|yeast 2-hybrid|16169070
PRKCSH|RGS2|yeast 2-hybrid|16169070
WIPI1|KCTD15|yeast 2-hybrid|16169070
CCDC99|KIAA1377|yeast 2-hybrid|16169070
KIAA0020|HPS6|yeast 2-hybrid|16169070
KLHDC2|STRN4|yeast 2-hybrid|16169070
DBI|PPCDC|yeast 2-hybrid|16169070
MARS|PPM1F|yeast 2-hybrid|16169070
MARS|HNRPUL1|yeast 2-hybrid|16169070
TAC1|BAT3|yeast 2-hybrid|16169070
TAC3|GPRASP1|yeast 2-hybrid|16169070
TAC3|IKBKAP|yeast 2-hybrid|16169070
TAC3|FEZ1|yeast 2-hybrid|16169070
TAC3|UBR1|yeast 2-hybrid|16169070
TAC3|CCDC90B|yeast 2-hybrid|16169070
ACP1|FNBP1L|yeast 2-hybrid|16169070
ACP1|MRPL20|yeast 2-hybrid|16169070
POLD1|KIAA1377|yeast 2-hybrid|16169070
PRIM1|MRPL38|yeast 2-hybrid|16169070
CDC2L1|URM1|yeast 2-hybrid|16169070
PPP2CA|MRPS26|yeast 2-hybrid|16169070
CD81|DLG5|yeast 2-hybrid|16169070
CD81|ZNHIT4|yeast 2-hybrid|16169070
SULT1E1|C14orf1|yeast 2-hybrid|16169070
SULT1E1|IGSF21|yeast 2-hybrid|16169070
SULT1E1|COPS6|yeast 2-hybrid|16169070
CCT3|EIF2B2|yeast 2-hybrid|16169070
CCT3|HNRPA0|yeast 2-hybrid|16169070
PIK4CA|STRN4|yeast 2-hybrid|16169070
CD82|NUP88|yeast 2-hybrid|16169070
SLC1A6|ARIH2|yeast 2-hybrid|16169070
ANP32A|HSPB3|yeast 2-hybrid|16169070
ANP32A|NSFL1C|yeast 2-hybrid|16169070
HSPA4|PRSS23|yeast 2-hybrid|16169070
HSPA4|CDC73|yeast 2-hybrid|16169070
ERH|SH3GL2|yeast 2-hybrid|16169070
ERH|IGSF21|yeast 2-hybrid|16169070
ERH|COPS6|yeast 2-hybrid|16169070
NFE2|PHYHIP|yeast 2-hybrid|16169070
C21orf33|C10orf4|yeast 2-hybrid|16169070
PAWR|RRAS2|yeast 2-hybrid|16169070
SFRS4|HAP1|yeast 2-hybrid|16169070
CACNB4|PTN|yeast 2-hybrid|16169070
CACNB4|TBL3|yeast 2-hybrid|16169070
ATAD5|RAD9A|in vitro|15983387
C19orf40|FANCM|in vivo;yeast 2-hybrid|17289582
ANKS4B|USH1C|in vitro;in vivo;yeast 2-hybrid|15461667
VPS37B|TSG101|in vitro;in vivo;yeast 2-hybrid|15218037
VPS37B|VPS28|in vivo|15218037
CHID1|STAB1|in vitro;in vivo;yeast 2-hybrid|16357325
PHACTR4|PPP1CA|in vitro|15107502
PHACTR4|ACTB|in vitro|15107502
EID2B|HDAC1|in vitro;in vivo|15970276
EID2B|EID2B|in vitro;in vivo|15970276
EID2B|EID2|in vitro;in vivo|15970276
FIZ1|NRL|in vitro;in vivo;yeast 2-hybrid|12566383
VAC14|CNTN2|in vitro;in vivo;yeast 2-hybrid|16767081
PARP15|PARP15|in vitro|16061477
HEXIM2|CCNT1|yeast 2-hybrid|15994294
TBC1D10C|PPP3R2|in vitro;in vivo;yeast 2-hybrid|17230191
HEXIM2|CDK9|in vitro;in vivo|15713662,15713661
CCDC141|DISC1|yeast 2-hybrid|12812986
HSPB6|YWHAG|in vitro|17109079
HSPB6|HSPB8|in vivo;yeast 2-hybrid|16225851
TMEM48|NUP93|in vitro;in vivo|16600873
BHLHB9|RANBP5|yeast 2-hybrid|15034937
BHLHB9|PPP2R5E|yeast 2-hybrid|15034937
CCDC98|BRCA1|in vitro|17525340
SAP30L|FEZ1|in vitro;yeast 2-hybrid|16484223
KIAA0649|UTP20|in vitro;in vivo;yeast 2-hybrid|16053918
TOR1AIP2|TOR1A|in vivo|15767459
MICALCL|RAB1B|in vitro;yeast 2-hybrid|15694364
WIPI1|ESR1|in vitro|15602573
CCDC98|UIMC1|in vitro;in vivo|17525340
WIPI1|AR|in vitro|15602573
CHD9|PPARA|in vitro;in vivo|16554032
CHD9|RXRA|in vitro|16554032
CHD9|NR3C1|in vitro;in vivo|16523501
AURKB|NSUN2|in vitro|17215513
DDC|AR|in vitro;in vivo;yeast 2-hybrid|12864730
RGS20|GNAI1|in vitro;in vivo;yeast 2-hybrid|15488169,12379657
TRPV6|TRPV6|in vivo;yeast 2-hybrid|15192090
TRPC1|CAV1|in vitro;in vivo;yeast 2-hybrid|12732636
DEK|DEK|yeast 2-hybrid|15199153
DAXX|HSF1|in vivo;yeast 2-hybrid|15016915
CFL1|CLCN5|in vitro;yeast 2-hybrid|12904289
DDX4|RANBP9|in vivo;yeast 2-hybrid|14648869
CIB1|TERT|in vitro;in vivo;yeast 2-hybrid|15190070
ARID3A|PML|in vitro;in vivo|15017387
IGF1|YWHAB|in vivo|14651979
ZEB2|CTBP1|in vivo;yeast 2-hybrid|12714599
PSMD11|NFKB2|in vivo;yeast 2-hybrid|12185077
JAZF1|NR2C2|in vitro;in vivo;yeast 2-hybrid|15302918
SIAH1|RBBP8|in vitro;in vivo;yeast 2-hybrid|14654780
NFKB1|PDCD11|in vitro;yeast 2-hybrid|14624448
ESRRA|PPARGC1A|in vitro;yeast 2-hybrid|12181319
VDR|SMARCD1|in vitro|14698202
SMARCD1|RXRA|in vitro|14698202
SH3KBP1|SH3GLB1|in vitro|12618476
SH3KBP1|CD2AP|in vitro|12618476
FLNA|PRKCA|in vivo;yeast 2-hybrid|12704190
TXK|TH1L|in vitro|14684750
SCN5A|NEDD4L|in vitro;in vivo;yeast 2-hybrid|15217910,15548568
RB1|ESR1|in vitro;yeast 2-hybrid|12612073
RB1|CSK|in vitro;yeast 2-hybrid|12612073
FCGR2B|PTPN6|in vivo|7716523
PTPN6|PILRB|in vitro;yeast 2-hybrid|9632768
PTPN12|PSTPIP1|in vitro;in vivo;yeast 2-hybrid|9422760,11971877,11711533
EFS|PTPN12|in vitro|9748319
TNFAIP3|ZFAND5|in vivo|14754897
ZFAND5|ZFAND5|in vivo|14754897
BCL2L1|RAD9A|in vivo;yeast 2-hybrid|10620799
BCL2|TEGT|in vivo|9660918
BMPR1B|WDR40A|in vivo|15761153
BMPR1B|WDR68|in vivo|15761153
CHD3|RUTBC1|yeast 2-hybrid|16169070
CHD3|SDCCAG3|yeast 2-hybrid|16169070
LGALS4|ARPC3|yeast 2-hybrid|16169070
IGSF9|ASCC2|yeast 2-hybrid|16169070
WWC1|CDC73|yeast 2-hybrid|16169070
SEPT9|RAB10|yeast 2-hybrid|16169070
MOCS2|ABCF3|yeast 2-hybrid|16169070
CLDN1|BRD4|yeast 2-hybrid|16169070
ACACA|CHGB|yeast 2-hybrid|16169070
SLC25A20|HN1L|yeast 2-hybrid|16169070
GPRASP1|GLYAT|yeast 2-hybrid|16169070
GPRASP1|MAP7D1|yeast 2-hybrid|16169070
SLC40A1|GOLPH2|yeast 2-hybrid|16169070
ARL4D|C20orf30|yeast 2-hybrid|16169070
CAV2|GOLGB1|yeast 2-hybrid|16169070
PIN1|GPAA1|yeast 2-hybrid|16169070
PPBP|SCFD1|yeast 2-hybrid|16169070
PPBP|COPS7A|yeast 2-hybrid|16169070
CHN1|CDK5R1|in vitro;in vivo;yeast 2-hybrid|15013773
CHN1|CDK5|in vitro;in vivo;yeast 2-hybrid|15013773
TH|CDC2L6|in vitro;yeast 2-hybrid|14675149
GNAO1|RGS1|in vitro|15215290
DAOA|DAO|in vitro;yeast 2-hybrid|12364586
PDCD6IP|VPS28|in vitro;in vivo|12588984
KIR3DS1|TYROBP|in vivo|17301953,17202323
WAS|C5AR1|in vitro;in vivo;yeast 2-hybrid|12600272
RASSF1|MAP1B|in vitro;in vivo;yeast 2-hybrid|15205320
NUCB1|RGS1|in vitro|15215290
ARRB1|CHUK|in vivo;yeast 2-hybrid|15173580
ARRB2|CHUK|in vivo;yeast 2-hybrid|15173580
BAT3|EP300|in vivo|17403783
FHOD1|PRKG1|in vitro;in vivo;yeast 2-hybrid|15051728
CCNB1IP1|CDC2|in vitro;in vivo|12612082
CCNB1IP1|UBE2L3|in vitro;in vivo|12612082
OBSCN|MYH2|in vivo|15013951
HTRA1|LRP10|yeast 2-hybrid|15101818
HTRA1|CAST|yeast 2-hybrid|15101818
NR1I2|NCOR2|in vitro;in vivo;yeast 2-hybrid|16219912,12072427
HTRA1|COL1A1|yeast 2-hybrid|15101818
ABL1|DDB1|in vitro;in vivo;yeast 2-hybrid|12107171
HTRA1|FCHSD2|yeast 2-hybrid|15101818
HTRA1|GOLGA2|yeast 2-hybrid|15101818
HTRA1|PARD6B|yeast 2-hybrid|15101818
HTRA1|CDYL|yeast 2-hybrid|15101818
HTRA1|COX5A|yeast 2-hybrid|15101818
CNOT4|UBE2D2|yeast 2-hybrid|15001359
AKT1|PHB2|in vitro;in vivo;yeast 2-hybrid|15173318
CNOT4|UBE2B|yeast 2-hybrid|15001359
CNOT4|UBE2E1|yeast 2-hybrid|15001359
CNOT4|UBE2E3|yeast 2-hybrid|15001359
HTRA1|COL3A1|yeast 2-hybrid|15101818
ABL1|DDB2|in vivo|12107171
PHB2|MYOD1|in vitro;in vivo;yeast 2-hybrid|15173318
SCRIB|ARHGEF7|in vitro;in vivo;yeast 2-hybrid|15182672
PHB2|MEF2A|in vitro;in vivo|15173318
PKD1|SIAH1|in vivo;yeast 2-hybrid|15284290
SP1|TBP|yeast 2-hybrid|12753906
RAN|SPAG8|in vitro;in vivo;yeast 2-hybrid|15014887
GATA2|RARA|in vitro;in vivo;yeast 2-hybrid|15254248
RORC|CHD4|in vitro;yeast 2-hybrid|15144897
NFAM1|GNB2L1|in vitro;in vivo;yeast 2-hybrid|12521306
DYNLL1|PAK1|in vitro;in vivo;yeast 2-hybrid|15193260
MINK1|YWHAB|yeast 2-hybrid|15032605
MINK1|YWHAZ|yeast 2-hybrid|15032605
MINK1|ACTA2|yeast 2-hybrid|15032605
MYB|RQCD1|in vitro;in vivo;yeast 2-hybrid|15209511
MINK1|TUBA1B|yeast 2-hybrid|15032605
MINK1|NEFM|yeast 2-hybrid|15032605
MINK1|MAP1B|yeast 2-hybrid|15032605
MINK1|SPTBN2|yeast 2-hybrid|15032605
TMPRSS11A|ZBTB17|in vitro;in vivo;yeast 2-hybrid|15095404
MINK1|ABI1|yeast 2-hybrid|15032605
MINK1|KIFAP3|yeast 2-hybrid|15032605
MINK1|PKP4|yeast 2-hybrid|15032605
MINK1|CASKIN1|yeast 2-hybrid|15032605
MINK1|CALM3|yeast 2-hybrid|15032605
TRPV2|RAG1AP1|in vivo;yeast 2-hybrid|14991772
HSPG2|ECM1|in vitro;in vivo;yeast 2-hybrid|12604605
YBX1|SLC6A4|in vitro;in vivo|15229244
TNFRSF13C|TRAF3IP3|in vitro;yeast 2-hybrid|12471121
ZNF346|PA2G4|in vivo|15254228
ZNF346|ILF3|in vivo;yeast 2-hybrid|15254228
NR0B2|ESRRG|in vitro;in vivo;yeast 2-hybrid|14963109
NR0B2|EID1|in vitro;yeast 2-hybrid|14963109
NR0B2|DDX20|yeast 2-hybrid|14963109
NR0B1|NR5A1|in vitro;yeast 2-hybrid|14963109
GRIN3A|PPP2R2B|in vitro;in vivo;yeast 2-hybrid|15194871
SIGLEC10|PTPN6|yeast 2-hybrid|12163025
RGS20|RGS16|in vitro;in vivo|12379657
WDR71|PSMC4|in vivo|15831487
WDR71|PSMC1|in vivo|15831487
WDR71|PSMC6|in vivo|15831487
PAK1|FLNA|in vitro;in vivo;yeast 2-hybrid|12198493
ITGB3BP|MTA1|in vitro;in vivo;yeast 2-hybrid|15254226
ITGB3BP|ESR1|in vivo|15254226
ZDHHC3|GABRG2|in vitro;in vivo;yeast 2-hybrid|15229235
GPRASP1|ADRB2|in vitro|15452121
GPRASP1|ADRB1|in vitro|15452121
GPRASP1|CHRM1|in vitro|15452121
ABHD5|PLIN|in vitro;yeast 2-hybrid|15136565
ABHD5|ADFP|in vitro;yeast 2-hybrid|15136565
GPRASP1|CHRM3|in vitro|15452121
GPRASP1|CHRM4|in vitro|15452121
GPRASP1|CHRM5|in vitro|15452121
NCOA6|NR1H3|yeast 2-hybrid|12724417
GPRASP1|TACR1|in vitro|15452121
GPRASP1|TACR2|in vitro|15452121
GPRASP1|TACR3|in vitro|15452121
GPRASP1|OXTR|in vitro|15452121
NCOA6|NR1H2|in vitro|12724417
GPRASP1|AGTR1|in vitro|15452121
GPRASP1|MLNR|in vitro|15452121
HHEX|PSMA3|yeast 2-hybrid|12826010
GPRASP1|F2R|in vitro|15452121
GPRASP1|F2RL1|in vitro|15452121
GPRASP1|IL8RB|in vitro|15452121
GPRASP1|GLP1R|in vitro|15452121
GPRASP1|VIPR1|in vitro|15452121
AR|APOL2|in vitro;yeast 2-hybrid|15107424
GPRASP1|GRM1|in vitro|15452121
ELAVL2|ELAVL4|in vitro;in vivo;yeast 2-hybrid|12384599
GNG4|GNB4|yeast 2-hybrid|8636150
ELAVL2|ELAVL3|in vitro;in vivo;yeast 2-hybrid|12384599
PLEKHM2|KLC1|in vitro|15905402
KIF5B|EIF3S10|in vitro;yeast 2-hybrid|15184079
IKBKG|IKBKB|in vitro;in vivo|10968790,12657630,9751060,16319058
IKBKG|CHUK|in vitro;in vivo|10968790,9751060,12459277,16319058
HERC1|PKM2|in vitro;yeast 2-hybrid|12650930
GNG4|GNB3|yeast 2-hybrid|8636150
GPRASP1|GRM8|in vitro|15452121
PPP2CB|MID1|in vivo|11371618
C14orf100|MAPK8|in vitro;in vivo|16166642
MYST3|SPI1|in vivo|16702405
RELA|DHX9|in vitro;in vivo;yeast 2-hybrid|15355351
MYST3|RUNX1|in vivo|16702405
WIZ|EHMT2|in vivo|16702210
WIZ|EHMT1|in vivo|16702210
PRPF40A|WBP4|in vitro|9171351
SOCS7|SORBS3|in vivo;yeast 2-hybrid|15242778
PRPF40A|ENAH|in vitro|9171351
SAP30BP|SAP30|in vitro;in vivo;yeast 2-hybrid|15496587
IRF5|IRF5|in vitro;in vivo|12138184
SDCBP|SLC6A5|in vitro;in vivo;yeast 2-hybrid|15276154
SDCBP|STX1A|in vitro;in vivo|15276154
STX1A|SLC6A5|in vitro|15276154
MID1IP1|MID1|in vitro;in vivo;yeast 2-hybrid|15070402
REPS2|RELA|yeast 2-hybrid|15184881
REPS2|CDK5RAP2|yeast 2-hybrid|15184881
GRB2|PNRC1|in vitro;in vivo;yeast 2-hybrid|15122321
EYA4|EYA4|yeast 2-hybrid|15492887
RSBN1|PRKACA|in vitro|14724137
PRPF40A|AKAP8L|in vitro|16391387
PRPF40A|ZHX1|yeast 2-hybrid|15383276
WIPI1|ESR2|in vitro|15602573
PRPF40A|FMN1|in vitro|8605874
GRIA2|GRIP2|in vivo;yeast 2-hybrid|9768844
CSPG4|GRIP1|in vivo;yeast 2-hybrid|12458226
CSPG4|GRIP2|in vivo;yeast 2-hybrid|12458226
CNKSR2|SHANK3|in vitro|16637659
NME1|KSR1|in vitro;in vivo|12105213
PAX6|SHANK3|in vitro|16637659
EFNB2|GRIP1|in vitro|9883737
CHEK2|PPP2R5D|in vitro;yeast 2-hybrid|15380617
CHEK2|PPP2R5E|in vitro;yeast 2-hybrid|15380617
CHEK2|PPP2R5A|in vitro;in vivo;yeast 2-hybrid|15380617
GPRASP1|GRM5|in vitro|15452121
CHEK2|PPP2R5C|in vitro;in vivo;yeast 2-hybrid|15380617
KDR|SHC2|in vitro;in vivo;yeast 2-hybrid|10749680,9790910
PDIK1L|TNF|in vitro;in vivo|8597870
KIAA1219|C20orf74|in vivo|16490346
GRIA3|GRIP2|yeast 2-hybrid|9768844
CLDN11|TSPAN3|in vivo;yeast 2-hybrid|11309411
YWHAZ|WEE1|in vitro|15161933
BACE1|LRP1|in vivo|15749709
BUB1|EIF4EBP1|in vitro|10198256
PRKCD|GAP43|in vitro;in vivo|9139733
NPBWR2|NPW|in vivo|12719537,12130646
BRCA1|TRRAP|in vitro;in vivo|16260778
YWHAZ|PCTK2|in vitro|15161933
YWHAZ|MARK3|in vitro|15161933
CCNE2|CDK3|yeast 2-hybrid|9840943
VCP|UFD1L|in vitro|16525503
YWHAZ|YWHAE|in vivo|16376338
PRKCG|YWHAE|in vivo|15459208
PA2G4|SIN3A|in vitro;in vivo|16254079
MARCH5|FIS1|in vivo|16874301
CDKN1C|CCNE2|yeast 2-hybrid|9840943
UBC|DENR|in vivo|16874301
UBC|FIS1|in vivo|16874301
TP53|HTATIP|in vivo|16601686
MARCH5|MARCH5|in vivo|16874301
NFKB1|CHUK|in vitro;in vivo|11976329
ELAVL2|ELAVL2|yeast 2-hybrid|12384599
EPAS1|EIF3S6|in vivo;yeast 2-hybrid|17324924
CREB1|SMARCA4|in vivo|16675956
SMARCA5|MAF|in vivo|16675956
SMARCA5|CREB1|in vivo|16675956
DYRK1A|YWHAB|in vitro;in vivo;yeast 2-hybrid|17229891
DYRK1A|DYRK1A|in vivo|17229891
CDC42BPA|CDC42BPA|in vitro;in vivo|11283256
CDC2L1|MYST2|in vitro;in vivo;yeast 2-hybrid|15963510
NOS1|VAC14|in vitro;in vivo|17161399
NOS1|HTR2B|in vitro|17161399
ABL1|TERT|in vitro;in vivo|10837221
KIF1A|KIF1A|in vitro;in vivo|15014437
CASP3|MDM2|in vitro|9278461
VDR|HR|in vitro;in vivo|12847098
EGFR|CAV2|in vivo|16799092
EGFR|CLTA|in vivo|16799092
EGFR|CLTCL1|in vivo|16799092
CSNK2A1|HIF1A|in vitro|17382325
FYN|SNX26|in vivo;yeast 2-hybrid|16777849
EGFR|HOXC10|in vivo|16799092
EGFR|LYN|in vivo|16799092
EGFR|S100A7|in vivo|16799092
EGFR|S100A9|in vivo|16799092
EGFR|SEC13|in vivo|16799092
EGFR|GAPDH|in vivo|16799092
RUTBC3|GJA1|in vitro;in vivo;yeast 2-hybrid|15709751
FAT|HOMER3|in vitro|16979624
EGFR|SFN|in vivo|16799092
EGFR|SLC3A2|in vivo|16799092
TFDP2|YWHAE|in vitro;in vivo;yeast 2-hybrid|16482218
EGFR|ATP1A1|in vivo|16799092
EGFR|ATP1B1|in vivo|16799092
SPAG9|KLC1|in vivo;yeast 2-hybrid|15987681
EGFR|ICAM1|in vivo|16799092
SMARCA4|PAX6|in vivo|16675956
EGFR|TUBA4A|in vivo|16799092
TRIM11|PCQAP|in vivo|16904669
EGFR|ALCAM|in vivo|16799092
CDC42|AKT1|in vivo|15824104
CDC42|MAPK8|in vivo|15824104
CDC42|MAPK9|in vivo|15824104
ITSN1|AKT1|in vivo|15824104
ITSN1|MAPK8|in vivo|15824104
ITSN1|MAPK9|in vivo|15824104
PCQAP|UBC|in vivo|16904669
CHEK1|HSP90AA1|in vivo|16330544
FAT|HOMER1|in vitro|16979624
LRP6|ANTXR1|in vitro;in vivo|16564009
LRP6|ANTXR2|in vitro;in vivo|16564009
TCF4|EP300|in vitro|17410209
CHEK2|KPNA2|in vitro;in vivo;yeast 2-hybrid|12909615
PRPF4B|KLF13|in vivo;yeast 2-hybrid|17513757
DMD|KRT19|in vitro;in vivo|16000376
DMD|KRT8|in vitro;in vivo|16000376
